id,prefabName,prefabPath,specPath,sourcePrototypePng,unityFolder,targetAssetPath,module,nodeExpression,x,y,width,height,sliceFile,noSlice,nineSlice,dynamicTextPreserved,allowCreateOrRename,hitStatus,hitTarget,anchor,sizeDelta,anchoredPosition,backflowMode,textPolicy
BroadcasterPanel_BroadcasterPanelController#01,BroadcasterPanel_BroadcasterPanelController,Assets/Prefabs/UI/Panels/BroadcasterPanel_BroadcasterPanelController.prefab,docs/BroadcasterPanel_BroadcasterPanelController/ui_asset_slicing_backflow_BroadcasterPanel_BroadcasterPanelController.md,docs/BroadcasterPanel_BroadcasterPanelController/ui_layout_prototype_BroadcasterPanel_BroadcasterPanelController.png,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/,,游戏画面安全区,`SceneSafeArea`,32,130,760,1360,-,true,false,false,false,安全区/表现参考,-,Center,"760,1360","-128,150",不单独切图；作为游戏画面/安全区参考,无文案切图
BroadcasterPanel_BroadcasterPanelController#02,BroadcasterPanel_BroadcasterPanelController,Assets/Prefabs/UI/Panels/BroadcasterPanel_BroadcasterPanelController.prefab,docs/BroadcasterPanel_BroadcasterPanelController/ui_asset_slicing_backflow_BroadcasterPanel_BroadcasterPanelController.md,docs/BroadcasterPanel_BroadcasterPanelController/ui_layout_prototype_BroadcasterPanel_BroadcasterPanelController.png,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/ui_BroadcasterPanel_BroadcasterPanelController__02_PanelRoot.png,主播控制台,`PanelRoot`,810,250,230,920,ui_BroadcasterPanel_BroadcasterPanelController__02_PanelRoot.png,false,true,false,false,现有节点命中,PanelRoot,Right,"230,920","385,250",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
BroadcasterPanel_BroadcasterPanelController#03,BroadcasterPanel_BroadcasterPanelController,Assets/Prefabs/UI/Panels/BroadcasterPanel_BroadcasterPanelController.prefab,docs/BroadcasterPanel_BroadcasterPanelController/ui_asset_slicing_backflow_BroadcasterPanel_BroadcasterPanelController.md,docs/BroadcasterPanel_BroadcasterPanelController/ui_layout_prototype_BroadcasterPanel_BroadcasterPanelController.png,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/ui_BroadcasterPanel_BroadcasterPanelController__03_Shop_bg.png,功能按钮网格,`Boost/Event/Roulette/Shop`,835,305,180,520,ui_BroadcasterPanel_BroadcasterPanelController__03_Shop_bg.png,false,false,true,false,现有节点命中,BoostButton、EventButton、RouletteButton、ShopTabButton,TopRight,"180,520","385,395",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
BroadcasterPanel_BroadcasterPanelController#04,BroadcasterPanel_BroadcasterPanelController,Assets/Prefabs/UI/Panels/BroadcasterPanel_BroadcasterPanelController.prefab,docs/BroadcasterPanel_BroadcasterPanelController/ui_asset_slicing_backflow_BroadcasterPanel_BroadcasterPanelController.md,docs/BroadcasterPanel_BroadcasterPanelController/ui_layout_prototype_BroadcasterPanel_BroadcasterPanelController.png,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/ui_BroadcasterPanel_BroadcasterPanelController__04_Gate.png,升级/建造/远征,`Building/Expedition/Gate`,835,850,180,250,ui_BroadcasterPanel_BroadcasterPanelController__04_Gate.png,false,false,false,false,现有节点命中,BtnUpgradeGate、BuildingButton、ExpeditionButton,Right,"180,250","385,-15",切透明 PNG，按 Image.sprite 回填,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
BroadcasterPanel_BroadcasterPanelController#05,BroadcasterPanel_BroadcasterPanelController,Assets/Prefabs/UI/Panels/BroadcasterPanel_BroadcasterPanelController.prefab,docs/BroadcasterPanel_BroadcasterPanelController/ui_asset_slicing_backflow_BroadcasterPanel_BroadcasterPanelController.md,docs/BroadcasterPanel_BroadcasterPanelController/ui_layout_prototype_BroadcasterPanel_BroadcasterPanelController.png,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/ui_BroadcasterPanel_BroadcasterPanelController__05_BroadcasterDecisionHUD.png,决策 HUD 子面板,`BroadcasterDecisionHUD`,110,1280,760,220,ui_BroadcasterPanel_BroadcasterPanelController__05_BroadcasterDecisionHUD.png,false,true,false,false,嵌套子 prefab 命中,BroadcasterDecisionHUD_DecisionHUD,BottomCenter,"760,220","-50,-430",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
BroadcasterPanel_BroadcasterPanelController#06,BroadcasterPanel_BroadcasterPanelController,Assets/Prefabs/UI/Panels/BroadcasterPanel_BroadcasterPanelController.prefab,docs/BroadcasterPanel_BroadcasterPanelController/ui_asset_slicing_backflow_BroadcasterPanel_BroadcasterPanelController.md,docs/BroadcasterPanel_BroadcasterPanelController/ui_layout_prototype_BroadcasterPanel_BroadcasterPanelController.png,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/,Assets/Art/UI/Generated/BroadcasterPanel_BroadcasterPanelController/ui_BroadcasterPanel_BroadcasterPanelController__06_StreamerPromptCard.png,主播话术卡,`StreamerPromptCard`,110,1515,760,140,ui_BroadcasterPanel_BroadcasterPanelController__06_StreamerPromptCard.png,false,true,false,false,嵌套子 prefab 命中,StreamerPromptUI_StreamerPromptCard,BottomCenter,"760,140","-50,-625",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
ChapterAnnouncementUI_ChapterAnnouncement#01,ChapterAnnouncementUI_ChapterAnnouncement,Assets/Prefabs/UI/Panels/ChapterAnnouncementUI_ChapterAnnouncement.prefab,docs/ChapterAnnouncementUI_ChapterAnnouncement/ui_asset_slicing_backflow_ChapterAnnouncementUI_ChapterAnnouncement.md,docs/ChapterAnnouncementUI_ChapterAnnouncement/ui_layout_prototype_ChapterAnnouncementUI_ChapterAnnouncement.png,Assets/Art/UI/Generated/ChapterAnnouncementUI_ChapterAnnouncement/,,游戏安全区,`SceneSafeArea`,60,250,960,1120,-,true,false,false,false,安全区/表现参考,-,Center,"960,1120","0,150",不单独切图；作为游戏画面/安全区参考,无文案切图
ChapterAnnouncementUI_ChapterAnnouncement#02,ChapterAnnouncementUI_ChapterAnnouncement,Assets/Prefabs/UI/Panels/ChapterAnnouncementUI_ChapterAnnouncement.prefab,docs/ChapterAnnouncementUI_ChapterAnnouncement/ui_asset_slicing_backflow_ChapterAnnouncementUI_ChapterAnnouncement.md,docs/ChapterAnnouncementUI_ChapterAnnouncement/ui_layout_prototype_ChapterAnnouncementUI_ChapterAnnouncement.png,Assets/Art/UI/Generated/ChapterAnnouncementUI_ChapterAnnouncement/,Assets/Art/UI/Generated/ChapterAnnouncementUI_ChapterAnnouncement/ui_ChapterAnnouncementUI_ChapterAnnouncement__02_BannerRoot.png,幕名横幅,`BannerRoot`,110,640,860,250,ui_ChapterAnnouncementUI_ChapterAnnouncement__02_BannerRoot.png,false,true,false,false,现有节点命中,BannerRoot,Center,"860,250","0,195",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
ChapterAnnouncementUI_ChapterAnnouncement#03,ChapterAnnouncementUI_ChapterAnnouncement,Assets/Prefabs/UI/Panels/ChapterAnnouncementUI_ChapterAnnouncement.prefab,docs/ChapterAnnouncementUI_ChapterAnnouncement/ui_asset_slicing_backflow_ChapterAnnouncementUI_ChapterAnnouncement.md,docs/ChapterAnnouncementUI_ChapterAnnouncement/ui_layout_prototype_ChapterAnnouncementUI_ChapterAnnouncement.png,Assets/Art/UI/Generated/ChapterAnnouncementUI_ChapterAnnouncement/,Assets/Art/UI/Generated/ChapterAnnouncementUI_ChapterAnnouncement/ui_ChapterAnnouncementUI_ChapterAnnouncement__03_NameText_bg.png,章节名,`NameText`,160,700,760,78,ui_ChapterAnnouncementUI_ChapterAnnouncement__03_NameText_bg.png,false,false,true,false,现有节点命中,NameText,Center,"760,78","0,221",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
ChapterAnnouncementUI_ChapterAnnouncement#04,ChapterAnnouncementUI_ChapterAnnouncement,Assets/Prefabs/UI/Panels/ChapterAnnouncementUI_ChapterAnnouncement.prefab,docs/ChapterAnnouncementUI_ChapterAnnouncement/ui_asset_slicing_backflow_ChapterAnnouncementUI_ChapterAnnouncement.md,docs/ChapterAnnouncementUI_ChapterAnnouncement/ui_layout_prototype_ChapterAnnouncementUI_ChapterAnnouncement.png,Assets/Art/UI/Generated/ChapterAnnouncementUI_ChapterAnnouncement/,Assets/Art/UI/Generated/ChapterAnnouncementUI_ChapterAnnouncement/ui_ChapterAnnouncementUI_ChapterAnnouncement__04_SubText_bg.png,副说明,`SubText`,210,800,660,54,ui_ChapterAnnouncementUI_ChapterAnnouncement__04_SubText_bg.png,false,false,true,false,现有节点命中,SubText,Center,"660,54","0,133",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
ConnectPanel#01,ConnectPanel,Assets/Prefabs/UI/Panels/ConnectPanel.prefab,docs/ConnectPanel/ui_asset_slicing_backflow_ConnectPanel.md,docs/ConnectPanel/ui_layout_prototype_ConnectPanel.png,Assets/Art/UI/Generated/ConnectPanel/,Assets/Art/UI/Generated/ConnectPanel/ui_ConnectPanel__01_FullScreenBg.png,背景,`FullScreenBg`,0,0,1080,1920,ui_ConnectPanel__01_FullScreenBg.png,false,true,false,true,施工目标需创建/改名,-,Center,"1080,1920","0,0",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
ConnectPanel#02,ConnectPanel,Assets/Prefabs/UI/Panels/ConnectPanel.prefab,docs/ConnectPanel/ui_asset_slicing_backflow_ConnectPanel.md,docs/ConnectPanel/ui_layout_prototype_ConnectPanel.png,Assets/Art/UI/Generated/ConnectPanel/,Assets/Art/UI/Generated/ConnectPanel/ui_ConnectPanel__02_TitleText_bg.png,标题,`TitleText`,120,420,840,100,ui_ConnectPanel__02_TitleText_bg.png,false,false,true,false,现有节点命中,TitleText,TopCenter,"840,100","0,490",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
ConnectPanel#03,ConnectPanel,Assets/Prefabs/UI/Panels/ConnectPanel.prefab,docs/ConnectPanel/ui_asset_slicing_backflow_ConnectPanel.md,docs/ConnectPanel/ui_layout_prototype_ConnectPanel.png,Assets/Art/UI/Generated/ConnectPanel/,Assets/Art/UI/Generated/ConnectPanel/ui_ConnectPanel__03_DotText_bg.png,连接动效,`Spinner/DotText`,440,650,200,200,ui_ConnectPanel__03_DotText_bg.png,false,false,true,false,现有节点命中,DotText、Spinner,Center,"200,200","0,210",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
ConnectPanel#04,ConnectPanel,Assets/Prefabs/UI/Panels/ConnectPanel.prefab,docs/ConnectPanel/ui_asset_slicing_backflow_ConnectPanel.md,docs/ConnectPanel/ui_layout_prototype_ConnectPanel.png,Assets/Art/UI/Generated/ConnectPanel/,Assets/Art/UI/Generated/ConnectPanel/ui_ConnectPanel__04_StatusText_bg.png,状态文案,`StatusText`,190,900,700,76,ui_ConnectPanel__04_StatusText_bg.png,false,false,true,false,现有节点命中,StatusText,Center,"700,76","0,22",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
ConnectPanel#05,ConnectPanel,Assets/Prefabs/UI/Panels/ConnectPanel.prefab,docs/ConnectPanel/ui_asset_slicing_backflow_ConnectPanel.md,docs/ConnectPanel/ui_layout_prototype_ConnectPanel.png,Assets/Art/UI/Generated/ConnectPanel/,Assets/Art/UI/Generated/ConnectPanel/ui_ConnectPanel__05_RetryButton.png,重试按钮,`RetryButton`,340,1045,400,96,ui_ConnectPanel__05_RetryButton.png,false,true,false,false,现有节点命中,RetryButton,Center,"400,96","0,-133",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
DayPreviewBanner#01,DayPreviewBanner,Assets/Prefabs/UI/Panels/DayPreviewBanner.prefab,docs/DayPreviewBanner/ui_asset_slicing_backflow_DayPreviewBanner.md,docs/DayPreviewBanner/ui_layout_prototype_DayPreviewBanner.png,Assets/Art/UI/Generated/DayPreviewBanner/,,游戏安全区,`SceneSafeArea`,40,350,1000,1160,-,true,false,false,false,安全区/表现参考,-,Center,"1000,1160","0,30",不单独切图；作为游戏画面/安全区参考,无文案切图
DayPreviewBanner#02,DayPreviewBanner,Assets/Prefabs/UI/Panels/DayPreviewBanner.prefab,docs/DayPreviewBanner/ui_asset_slicing_backflow_DayPreviewBanner.md,docs/DayPreviewBanner/ui_layout_prototype_DayPreviewBanner.png,Assets/Art/UI/Generated/DayPreviewBanner/,Assets/Art/UI/Generated/DayPreviewBanner/ui_DayPreviewBanner__02_BannerRoot.png,预告横幅,`BannerRoot`,80,165,920,210,ui_DayPreviewBanner__02_BannerRoot.png,false,true,false,false,现有节点命中,BannerRoot,TopCenter,"920,210","0,690",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
DayPreviewBanner#03,DayPreviewBanner,Assets/Prefabs/UI/Panels/DayPreviewBanner.prefab,docs/DayPreviewBanner/ui_asset_slicing_backflow_DayPreviewBanner.md,docs/DayPreviewBanner/ui_layout_prototype_DayPreviewBanner.png,Assets/Art/UI/Generated/DayPreviewBanner/,Assets/Art/UI/Generated/DayPreviewBanner/ui_DayPreviewBanner__03_HeadlineText_bg.png,标题,`HeadlineText`,130,205,560,62,ui_DayPreviewBanner__03_HeadlineText_bg.png,false,false,true,false,现有节点命中,HeadlineText,TopCenter,"560,62","-130,724",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
DayPreviewBanner#04,DayPreviewBanner,Assets/Prefabs/UI/Panels/DayPreviewBanner.prefab,docs/DayPreviewBanner/ui_asset_slicing_backflow_DayPreviewBanner.md,docs/DayPreviewBanner/ui_layout_prototype_DayPreviewBanner.png,Assets/Art/UI/Generated/DayPreviewBanner/,Assets/Art/UI/Generated/DayPreviewBanner/ui_DayPreviewBanner__04_CountdownText_bg.png,倒计时,`CountdownText`,760,200,165,82,ui_DayPreviewBanner__04_CountdownText_bg.png,false,false,true,false,现有节点命中,CountdownText,TopRight,"165,82","303,719",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
DayPreviewBanner#05,DayPreviewBanner,Assets/Prefabs/UI/Panels/DayPreviewBanner.prefab,docs/DayPreviewBanner/ui_asset_slicing_backflow_DayPreviewBanner.md,docs/DayPreviewBanner/ui_layout_prototype_DayPreviewBanner.png,Assets/Art/UI/Generated/DayPreviewBanner/,Assets/Art/UI/Generated/DayPreviewBanner/ui_DayPreviewBanner__05_BodyText_bg.png,内容,`BodyText`,130,285,760,56,ui_DayPreviewBanner__05_BodyText_bg.png,false,false,true,false,现有节点命中,BodyText,TopCenter,"760,56","-30,647",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
EfficiencyRaceUI_EfficiencyRaceBanner#01,EfficiencyRaceUI_EfficiencyRaceBanner,Assets/Prefabs/UI/Panels/EfficiencyRaceUI_EfficiencyRaceBanner.prefab,docs/EfficiencyRaceUI_EfficiencyRaceBanner/ui_asset_slicing_backflow_EfficiencyRaceUI_EfficiencyRaceBanner.md,docs/EfficiencyRaceUI_EfficiencyRaceBanner/ui_layout_prototype_EfficiencyRaceUI_EfficiencyRaceBanner.png,Assets/Art/UI/Generated/EfficiencyRaceUI_EfficiencyRaceBanner/,,游戏安全区,`SceneSafeArea`,40,250,1000,1260,-,true,false,false,false,安全区/表现参考,-,Center,"1000,1260","0,80",不单独切图；作为游戏画面/安全区参考,无文案切图
EfficiencyRaceUI_EfficiencyRaceBanner#02,EfficiencyRaceUI_EfficiencyRaceBanner,Assets/Prefabs/UI/Panels/EfficiencyRaceUI_EfficiencyRaceBanner.prefab,docs/EfficiencyRaceUI_EfficiencyRaceBanner/ui_asset_slicing_backflow_EfficiencyRaceUI_EfficiencyRaceBanner.md,docs/EfficiencyRaceUI_EfficiencyRaceBanner/ui_layout_prototype_EfficiencyRaceUI_EfficiencyRaceBanner.png,Assets/Art/UI/Generated/EfficiencyRaceUI_EfficiencyRaceBanner/,Assets/Art/UI/Generated/EfficiencyRaceUI_EfficiencyRaceBanner/ui_EfficiencyRaceUI_EfficiencyRaceBanner__02_BannerRoot.png,竞速条,`BannerRoot`,110,135,860,105,ui_EfficiencyRaceUI_EfficiencyRaceBanner__02_BannerRoot.png,false,true,false,false,现有节点命中,BannerRoot,TopCenter,"860,105","0,773",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
EfficiencyRaceUI_EfficiencyRaceBanner#03,EfficiencyRaceUI_EfficiencyRaceBanner,Assets/Prefabs/UI/Panels/EfficiencyRaceUI_EfficiencyRaceBanner.prefab,docs/EfficiencyRaceUI_EfficiencyRaceBanner/ui_asset_slicing_backflow_EfficiencyRaceUI_EfficiencyRaceBanner.md,docs/EfficiencyRaceUI_EfficiencyRaceBanner/ui_layout_prototype_EfficiencyRaceUI_EfficiencyRaceBanner.png,Assets/Art/UI/Generated/EfficiencyRaceUI_EfficiencyRaceBanner/,Assets/Art/UI/Generated/EfficiencyRaceUI_EfficiencyRaceBanner/ui_EfficiencyRaceUI_EfficiencyRaceBanner__03_MessageText_bg.png,对比文案,`MessageText`,150,165,780,46,ui_EfficiencyRaceUI_EfficiencyRaceBanner__03_MessageText_bg.png,false,false,true,false,现有节点命中,MessageText,TopCenter,"780,46","0,772",保留 TMP/按钮文字动态层；只切底板、图标或装饰,文字不烘焙进切图，继续由 TMP/脚本字段驱动
FairyWandMaxedBanner#01,FairyWandMaxedBanner,Assets/Prefabs/UI/Panels/FairyWandMaxedBanner.prefab,docs/FairyWandMaxedBanner/ui_asset_slicing_backflow_FairyWandMaxedBanner.md,docs/FairyWandMaxedBanner/ui_layout_prototype_FairyWandMaxedBanner.png,Assets/Art/UI/Generated/FairyWandMaxedBanner/,Assets/Art/UI/Generated/FairyWandMaxedBanner/ui_FairyWandMaxedBanner__01_FlashRoot.png,全屏闪光,`FlashRoot`,0,0,1080,1920,ui_FairyWandMaxedBanner__01_FlashRoot.png,false,true,false,false,现有节点命中,FlashRoot,Center,"1080,1920","0,0",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
FairyWandMaxedBanner#02,FairyWandMaxedBanner,Assets/Prefabs/UI/Panels/FairyWandMaxedBanner.prefab,docs/FairyWandMaxedBanner/ui_asset_slicing_backflow_FairyWandMaxedBanner.md,docs/FairyWandMaxedBanner/ui_layout_prototype_FairyWandMaxedBanner.png,Assets/Art/UI/Generated/FairyWandMaxedBanner/,,主画面安全区,`SceneSafeArea`,55,260,970,1160,-,true,false,false,false,安全区/表现参考,-,Center,"970,1160","0,120",不单独切图；作为游戏画面/安全区参考,无文案切图
FairyWandMaxedBanner#03,FairyWandMaxedBanner,Assets/Prefabs/UI/Panels/FairyWandMaxedBanner.prefab,docs/FairyWandMaxedBanner/ui_asset_slicing_backflow_FairyWandMaxedBanner.md,docs/FairyWandMaxedBanner/ui_layout_prototype_FairyWandMaxedBanner.png,Assets/Art/UI/Generated/FairyWandMaxedBanner/,Assets/Art/UI/Generated/FairyWandMaxedBanner/ui_FairyWandMaxedBanner__03_MarqueeRoot.png,跑马灯轨道,`MarqueeRoot`,0,840,1080,120,ui_FairyWandMaxedBanner__03_MarqueeRoot.png,false,true,false,false,现有节点命中,MarqueeRoot,Center,"1080,120","0,60",切透明 PNG，建议九宫格 Sprite，Image Type=Sliced,静态装饰可烘焙；动态数字/昵称/状态不要烘焙
